timestamp,rpm,speed,coolant_temp,iat,engine_load,throttle,map,fuel_level,stft_b1,ltft_b1,maf
0.000,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0,0,0.0
1.001,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
2.002,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
3.000,0.0,0.0,77.0,44.0,0.0,16.5,100.0,0,0.0,7.8,0.0
4.001,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
5.001,0.0,0.0,77.0,44.0,0.0,16.5,100.0,0,0.0,7.8,0.0
6.001,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
7.000,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
8.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
9.001,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
10.001,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
11.001,0.0,0.0,77.0,44.0,0.0,16.5,100.0,0,0.0,7.8,0.0
12.001,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
13.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
14.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
15.002,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
16.002,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
17.000,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
18.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
19.001,0.0,0.0,77.0,44.0,0.0,16.5,100.0,0,0.0,7.8,0.0
20.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
21.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
22.002,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
23.002,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
24.001,0.0,0.0,76.0,44.0,0.0,16.5,100.0,0,0.0,7.8,0.0
25.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
26.002,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
27.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
28.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
29.001,0.0,0.0,77.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
30.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
31.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
32.006,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
33.001,0.0,0.0,76.0,44.0,0.0,16.5,100.0,0,0.0,7.8,0.0
34.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
35.002,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
36.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
37.002,0.0,0.0,76.0,44.0,0.0,16.5,100.0,0,0.0,7.8,0.0
38.002,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
39.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
40.002,0.0,0.0,76.0,44.0,0.0,16.5,100.0,0,0.0,7.8,0.0
41.001,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
42.002,0.0,0.0,76.0,44.0,0.0,16.1,100.0,0,0.0,7.8,0.0
43.002,0.0,0.0,76.0,45.0,0.0,16.5,100.0,0,0.0,7.8,0.0
44.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
45.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
46.002,0.0,0.0,77.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
47.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
48.002,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
49.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
50.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
51.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
52.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
53.000,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
54.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
55.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
56.001,0.0,0.0,76.0,45.0,0.0,16.5,100.0,0,0.0,7.8,0.0
57.002,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
58.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
59.007,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
60.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
61.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
62.001,0.0,0.0,76.0,45.0,0.0,16.1,100.0,0,0.0,7.8,0.0
