timestamp,rpm,speed,coolant_temp,iat,engine_load,throttle,map,fuel_level,stft_b1,ltft_b1,maf
0.000,0.0,0.0,31.0,35.0,0.0,0.0,96.0,50.0,0.0,0.0,0.0
0.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
1.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
1.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
2.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
2.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
3.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
3.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
4.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
4.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
5.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
5.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
6.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
6.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
7.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
7.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
8.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
8.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
9.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
9.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
10.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
10.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
11.000,0.0,0.0,31.0,22.0,0.0,89.0,97.0,50.0,0.0,0.0,0.9
11.500,0.0,0.0,31.0,22.0,0.0,89.0,97.0,50.0,0.0,0.0,0.9
12.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
12.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
13.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
13.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
14.000,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
14.500,0.0,0.0,31.0,22.0,0.0,89.0,96.0,50.0,0.0,0.0,0.9
15.000,0.0,0.0,31.0,22.0,0.0,89.0,97.0,50.0,0.0,0.0,0.9
